abs_shift_x_mm,abs_shift_y_mm,z_mm
-0.23836974989904214,0.31787480706642013,3497.165721907302
-0.2411818620292889,0.3216248617660199,3495.8986328776255
-0.2440513935279385,0.32545148730005086,3494.631543847949
-0.24692092502658905,0.32927811283408315,3493.3644548182724
-0.24979554984247124,0.3331115304935131,3492.097365788596
-0.25272796180077023,0.33702200942751526,3490.83027675892
-0.2556603737590702,0.34093248836151874,3489.563187729243
-0.25859797971751974,0.3448498936852849,3488.2960986995663
-0.261593733141058,0.3488448407871261,3487.0290096698895
-0.26458948656459524,0.3528397878889659,3485.7619206402137
-0.26759053500599944,0.3568417960914008,3484.494831610537
-0.27065008382551276,0.3609218166943716,3483.22774258086
-0.27370963264502607,0.3650018372973424,3481.9606535511834
-0.27677457781556347,0.3690890541323911,3480.693564521507
-0.27989836890918457,0.37325474416487714,3479.4264754918304
-0.28302216000280567,0.3774204341973631,3478.1593864621536
-0.28615144907678697,0.3815934559883755,3476.892297432477
-0.28933992229229155,0.3858454020035231,3475.625208402801
-0.2925283955077972,0.3900973480186721,3474.3581193731243
-0.2957224686099964,0.3943567616881819,3473.0910303434475
-0.2989760567870539,0.39869554089357095,3471.8239413137712
-0.30222964496411253,0.40303432009896145,3470.5568522840945
-0.3054889351921076,0.4073807031984789,3469.2897632544177
-0.30880806418452766,0.41180688348578864,3468.022674224741
-0.3121271931769466,0.4162330637730968,3466.7555851950647
-0.31545212662345573,0.4206669845128946,3465.488496165388
-0.31883721532143333,0.42518112448756873,3464.2214071357116
-0.32222230401941093,0.4296952644622429,3462.954318106035
-0.3256132997946281,0.43421728174114144,3461.6872290763586
-0.32906476014699526,0.4388199307520616,3460.4201400466823
-0.3325162204993624,0.4434225797629818,3459.1530510170055
-0.3359736907532991,0.44803324319814286,3457.8859619873288
-0.3394919277897702,0.45272494136729335,3456.6188729576525
-0.3430101648262425,0.45741663953644546,3455.3517839279757
-0.34653451477105757,0.4621164894931497,3454.0846948982994
-0.35011992662448127,0.4668977677452913,3452.817605868623
-0.35370533847790614,0.4716790459974345,3451.5505168389464
-0.35729696641024755,0.47646861361887527,3450.2834278092696
-0.360949944338852,0.4813399937112101,3449.016338779593
-0.3646029222674553,0.48621137380354335,3447.7492497499165
-0.36826221959079586,0.4910911810406119,3446.48216072024
-0.3719831480004345,0.49605317559244905,3445.215071690563
-0.37570407641007314,0.5010151701442862,3443.9479826608867
-0.37943142765704635,0.5059857297853574,3442.6808936312104
-0.3832206841234493,0.511038842307786,3441.4138046015337
-0.3870099405898522,0.5160919548302145,3440.146715571857
-0.3908057234445939,0.5211537705309404,3438.87962654218
-0.39466367873561364,0.5262984954564947,3437.612537512504
-0.39852163402663465,0.5314432203820508,3436.3454484828276
-0.4023862193471126,0.5365967866951377,3435.078359453151
-0.40631323744497566,0.5418336094074712,3433.8112704234745
-0.41024025554284005,0.5470704321198064,3432.5441813937978
-0.41417400738319615,0.5523162345248095,3431.277092364121
-0.4181704455067484,0.5576456313883592,3430.0100033344443
-0.42216688363029936,0.562975028251907,3428.742914304768
-0.42617015926318486,0.5683135431850147,3427.475825275091
-0.4302363678901373,0.5737359815746667,3426.208736245415
-0.4343025765170897,0.5791584199643186,3424.941647215738
-0.4383757264560013,0.5845901148481388,3423.674558186062
-0.44251204934518135,0.5901060531789017,3422.407469156385
-0.4466483722343614,0.5956219915096648,3421.140380126709
-0.45079174025598323,0.6011473247830187,3419.873291097032
-0.45499851446958023,0.6067572125396887,3418.6062020673558
-0.4592052886831786,0.6123671002963607,3417.339113037679
-0.4634192118497113,0.6179865214440592,3416.0720240080027
-0.4676967677755288,0.623690799210894,3414.8049349783264
-0.4719743237013478,0.6293950769777308,3413.5378459486496
-0.4762591323828507,0.6351090265603693,3412.270756918973
-0.4806077937565517,0.6409081260507528,3411.003667889296
-0.4849564551302512,0.6467072255411344,3409.73657885962
-0.48931247302697817,0.6525161352248774,3408.469489829943
-0.4937325569543298,0.6584104793109847,3407.2024008002663
-0.49815264088168143,0.664304823397092,3405.93531177059
-0.5025801850464162,0.6702091159834591,3404.6682227409137
-0.5070720020255423,0.6761991187259301,3403.401133711237
-0.5115638190046683,0.682189121468401,3402.13404468156
-0.516063199865067,0.6881892109240613,3400.8669556518835
-0.5206270538086932,0.6942752776016656,3399.599866622207
-0.5251909077523208,0.7003613442792722,3398.332777592531
-0.529762429133241,0.7064576357658197,3397.065688562854
-0.5343986173909467,0.7126401629051315,3395.798599533178
-0.539034805648654,0.7188226900444454,3394.531510503501
-0.5436787647944964,0.7250155799481944,3393.2644214738243
-0.5483875781749604,0.7312949553532564,3391.9973324441476
-0.5530963915554229,0.7375743307583162,3390.7302434144713
-0.5578130791524674,0.7438642067200862,3389.4631543847945
-0.5625948019457128,0.7502408095020738,3388.196065355118
-0.567376524738958,0.7566174122840615,3386.9289763254415
-0.5721662249376994,0.7630046532289622,3385.661887295765
-0.5770211349373451,0.7694788538358589,3384.3947982660884
-0.5818760449369906,0.7759530544427558,3383.1277092364116
-0.5867390353744811,0.7824380306099828,3381.8606202067353
-0.5916674038999878,0.7890101908562438,3380.593531177059
-0.5965957724254962,0.795582351102507,3379.3264421473823
-0.6015323242476737,0.8021654240751164,3378.059353117706
-0.6065344161665961,0.8088358971713435,3376.7922640880297
-0.6115365080855203,0.8155063702675729,3375.525175058353
-0.6165468859695509,0.8221878930022766,3374.258086028676
-0.6216229597197829,0.8289570235848833,3372.9909969989994
-0.6266990334700131,0.8357261541674877,3371.723907969323
-0.6317834956466271,0.8425064710244388,3370.4568189396464
-0.6369338032586458,0.8493745951853132,3369.1897299099696
-0.6420841108706646,0.8562427193461876,3367.9226408802933
-0.6472429091464912,0.8631221661187645,3366.655551850617
-0.6524676962656106,0.870089611434945,3365.3884628209403
-0.65769248338473,0.8770570567511254,3364.1213737912635
-0.6629258631646416,0.8840359606957294,3362.8542847615868
-0.6682253690732564,0.8911030462590684,3361.5871957319105
-0.6735248749818727,0.8981701318224099,3360.3201067022337
-0.6788330752913113,0.9052488116882373,3359.053017672557
-0.6842075329311503,0.9124158481350769,3357.7859286428807
-0.6895819905709911,0.919582884581919,3356.5188396132044
-0.6949652440783121,0.9267616506407582,3355.2517505835276
-0.7004148800726833,0.9340289401815941,3353.984661553851
-0.7058645160670527,0.9412962297224275,3352.7175725241746
-0.7113230491058602,0.9485753837984439,3351.450483494498
-0.7168480837818942,0.9559432202475885,3350.1833944648215
-0.7223731184579284,0.963311056696733,3348.9163054351447
-0.7279071510494102,0.9706908921962526,3347.6492164054685
-0.7335077984603147,0.9781595610015114,3346.3821273757917
-0.7391084458712192,0.9856282298067701,3345.115038346115
-0.7447181917464917,0.9931090317480783,3343.847949316438
-0.7503946596937945,1.0006788100204127,3342.580860286762
-0.7560711276410991,1.0082485882927497,3341.3137712570856
-0.7617567942635323,1.015830633335862,3340.046682227409
-0.7675092843193355,1.0235017898790661,3338.7795931977325
-0.7732617743751408,1.0311729464222728,3337.512504168056
-0.7790235629627031,1.0388565028987324,3336.2454151383795
-0.7848522704919279,1.0466292982390961,3334.9783261087027
-0.7906809780211506,1.054402093579457,3333.7112370790264
-0.7965190835687441,1.0621874215221203,3332.4441480493497
-0.8024241977513737,1.0700621079380923,3331.177059019673
-0.8083293119340035,1.077936794354064,3329.9099699899966
-0.8142439232357985,1.0858241455268842,3328.6428809603203
-0.8202256270891332,1.0938009670787483,3327.3757919306436
-0.8262073309424677,1.1017777886306126,3326.108702900967
-0.8321986306142481,1.1097674065584366,3324.84161387129
-0.8382571010151477,1.1178465991179758,3323.5745248416138
-0.8443155714160493,1.1259257916775178,3322.307435811937
-0.8503837359175371,1.1340179116758595,3321.0403467822603
-0.8565191436246764,1.1421997029560316,3319.773257752584
-0.8626545513318179,1.150381494236206,3318.5061687229077
-0.8687997509890186,1.1585763434410428,3317.239079693231
-0.8750122606651307,1.1668609530256433,3315.971990663554
-0.8812247703412409,1.175145562610241,3314.704901633878
-0.8874471693687781,1.1834433600077983,3313.437812604201
-0.8937369396028982,1.1918309993811242,3312.170723574525
-0.9000267098370183,1.20021863875445,3310.903634544848
-0.9063264663604687,1.208619595210986,3309.6365455151717
-0.9126936496901883,1.2171104677875122,3308.369456485495
-0.9190608330199079,1.2256013403640382,3307.1023674558182
-0.9254380990981468,1.2341056586556418,3305.8352784261415
-0.9318828420318575,1.2426999598096837,3304.568189396465
-0.9383275849655703,1.2512942609637283,3303.3011003667884
-0.9447825066130956,1.2599021358060898,3302.034011337112
-0.9513049496522435,1.26860005290148,3300.766922307436
-0.9578273926913936,1.2772979699968734,3299.499833277759
-0.9643601099006714,1.2860095880750824,3298.232744248083
-0.9709603875620008,1.2948113004948356,3296.965655218406
-0.9775606652233279,1.3036130129145858,3295.6985661887297
-0.9841713119871274,1.3124285529129163,3294.431477159053
-0.990849552824924,1.3213342320888888,3293.164388129376
-0.9975277936627208,1.3302399112648615,3291.8972990996995
-1.004216497996449,1.3391595438965551,3290.6302100700236
-1.0109728246247953,1.3481693533391248,3289.363121040347
-1.0177291512531417,1.3571791627816943,3288.09603201067
-1.024496035217189,1.3662030508187604,3286.8289429809934
-1.0313305643322068,1.3753171461464868,3285.561853951317
-1.038165093447227,1.3844312414742161,3284.2947649216403
-1.0450102731692912,1.3935595397772,3283.0276758919636
-1.051923115571397,1.402778068746504,3281.7605868622873
-1.0588359579735054,1.4119965977158109,3280.493497832611
-1.0657595436709373,1.4212294532635936,3279.226408802934
-1.072750804287086,1.4305525557984182,3277.9593197732574
-1.079742064903232,1.43987565833324,3276.692230743581
-1.0867441609053703,1.4492132102528221,3275.4251417139044
-1.0938139388112975,1.4586410184742968,3274.1580526842276
-1.1008837167172245,1.4680688266957715,3272.890963654551
-1.1079644214877298,1.4775112062920581,3271.6238746248746
-1.1151128099302072,1.487043844548174,3270.3567855951983
-1.122261198372685,1.4965764828042896,3269.0896965655215
-1.1294206045318869,1.506123813589888,3267.822607535845
-1.1366476909509664,1.5157613984851617,3266.5555185061685
-1.1438747773700482,1.5253989833804387,3265.2884294764917
-1.1511129717172683,1.5350513811054285,3264.021340446815
-1.1584188377685356,1.54479402153058,3262.754251417139
-1.1657247038198053,1.5545366619557348,3261.4871623874624
-1.173041767355703,1.5642942346374669,3260.220073357786
-1.180426488932522,1.5741420317990815,3258.9529843281093
-1.1878112105093384,1.5839898289606928,3257.685895298433
-1.1952072184582452,1.5938526769135737,3256.4188062687563
-1.2026708657140006,1.6038057243637636,3255.1517172390795
-1.2101345129697558,1.6137587718139534,3253.8846282094028
-1.2176095348020106,1.6237269876792284,3252.6175391797265
-1.2251521721723633,1.6337853713453112,3251.3504501500497
-1.2326948095427157,1.643843755011394,3250.083361120373
-1.2402489089970115,1.6539174237869487,3248.8162720906967
-1.2478705952221412,1.6640812220011099,3247.5491830610204
-1.2554922814472733,1.6742450202152743,3246.2820940313436
-1.2631255165529784,1.684424219285401,3245.015005001667
-1.27082630469984,1.6946935028143713,3243.7479159719906
-1.278527092846704,1.704962786343345,3242.4808269423143
-1.2862395159462103,1.715247585508543,3241.2137379126375
-1.2940194534307756,1.7256224175832606,3239.9466488829607
-1.3017993909153385,1.7359972496579752,3238.6795598532844
-1.3095910486863944,1.746387711164735,3237.4124708236077
-1.3174501772958966,1.7568681475100083,3236.145381793931
-1.3253093059053989,1.7673485838552816,3234.878292764254
-1.3331802393834455,1.777844762425869,3233.611203734578
-1.3411185952986329,1.7884308512900537,3232.3441147049016
-1.3490569512138202,1.7990169401542386,3231.077025675225
-1.3570071958143368,1.8096188830164954,3229.809936645548
-1.3650248096317168,1.8203106652011567,3228.542847615872
-1.3730424234490992,1.8310024473858215,3227.275758586195
-1.381072008989926,1.841710194302931,3226.0086695565183
-1.389168905744024,1.8525077031925266,3224.741580526842
-1.397265802498119,1.8633052120821185,3223.4744914971657
-1.4053747532218037,1.8741187953824074,3222.207402467489
-1.4135509524073935,1.885022056973934,3220.9403134378126
-1.4217271515929806,1.8959253185654568,3219.673224408136
-1.4299154861891128,1.9068447631721792,3218.4061353784596
-1.438171001783477,1.9178537961048552,3217.139046348783
-1.446426517377841,1.9288628290375314,3215.871957319106
-1.4546942490053871,1.939888152498651,3214.6048682894298
-1.463029089490561,1.9510029680835825,3213.337779259753
-1.471363929975735,1.9621177836685137,3212.0706902300763
-1.4797110662853854,1.9732489961865074,3210.8036012004
-1.4881252346704035,1.9844695984363516,3209.5365121707237
-1.4965394030554244,1.9956902006861996,3208.269423141047
-1.5049659462119143,2.006927305147821,3207.00233411137
-1.513459440055068,2.0182536908064703,3205.7352450816934
-1.521952933898219,2.0295800764651157,3204.4681560520175
-1.5304588806026758,2.040923068471197,3203.201067022341
-1.539031692033746,2.052355227043425,3201.933977992664
-1.5476045034648132,2.0637873856156492,3200.6668889629877
-1.5561898449770917,2.0752362535108864,3199.399799933311
-1.5648419607196065,2.0867741672920315,3198.1327109036342
-1.5734940764621215,2.098312081073177,3196.8656218739575
-1.5821587986231371,2.109866805975911,3195.598532844281
-1.5908902000166185,2.1215104500815407,3194.331443814605
-1.5996216014101,2.1331540941871703,3193.064354784928
-1.608365684664178,2.1448146500191916,3191.7972657552514
-1.6171763476863856,2.1565639924147666,3190.530176725575
-1.625987010708596,2.168313334810346,3189.2630876958983
-1.6348104301257904,2.180079688326657,3187.9959986662216
-1.643700325414982,2.191934689857217,3186.7289096365453
-1.6525902207041705,2.2037896913877733,3185.461820606869
-1.661492946002613,2.215661802206392,3184.194731577192
-1.6704620388797742,2.2276224166261995,3182.9276425475155
-1.6794311317569321,2.2395830310460028,3181.660553517839
-1.688413127325166,2.2515608516777443,3180.3934644881624
-1.6974613778162706,2.2636270256799684,3179.126375458486
-1.706509628307375,2.275693199682192,3177.8592864288094
-1.7155708532266891,2.2877766755604543,3176.592197399133
-1.7246982160849438,2.299948348806836,3175.3251083694563
-1.7338255789431982,2.3121200220532176,3174.0580193397795
-1.7429659870099758,2.3243090915637823,3172.7909303101032
-1.7521724117380648,2.3365861967142987,3171.523841280427
-1.761378836466157,2.348863301864819,3170.25675225075
-1.7705983762141952,2.3611578963756163,3168.9896632210734
-1.7798838070865415,2.373540359118165,3167.7225741913967
-1.7891692379588848,2.3859228218607105,3166.4554851617204
-1.798467852681743,2.3983228657516213,3165.1883961320436
